[Step5] Distilling fold 2 using LLaMA-only OOF probs
{'loss': 5.3029, 'grad_norm': 35.94854736328125, 'learning_rate': 3.234451718494272e-05, 'epoch': 0.39}
{'loss': 5.0056, 'grad_norm': 47.94593811035156, 'learning_rate': 3.19353518821604e-05, 'epoch': 0.4}
{'loss': 4.7474, 'grad_norm': 47.531646728515625, 'learning_rate': 3.152618657937807e-05, 'epoch': 0.41}
{'loss': 5.182, 'grad_norm': 42.21200180053711, 'learning_rate': 3.111702127659575e-05, 'epoch': 0.42}
{'loss': 4.9436, 'grad_norm': 30.44683837890625, 'learning_rate': 3.070785597381342e-05, 'epoch': 0.43}
{'loss': 5.3628, 'grad_norm': 86.4358901977539, 'learning_rate': 3.02986906710311e-05, 'epoch': 0.43}
{'loss': 5.3612, 'grad_norm': 30.566879272460938, 'learning_rate': 2.988952536824877e-05, 'epoch': 0.44}
{'loss': 4.8723, 'grad_norm': 53.06886672973633, 'learning_rate': 2.9480360065466452e-05, 'epoch': 0.45}
{'loss': 5.3479, 'grad_norm': 40.518577575683594, 'learning_rate': 2.9071194762684123e-05, 'epoch': 0.46}
{'loss': 4.8171, 'grad_norm': 72.17247772216797, 'learning_rate': 2.86620294599018e-05, 'epoch': 0.46}
{'loss': 5.4389, 'grad_norm': 14.540732383728027, 'learning_rate': 2.825286415711948e-05, 'epoch': 0.47}
{'loss': 5.0975, 'grad_norm': 25.894489288330078, 'learning_rate': 2.7843698854337153e-05, 'epoch': 0.48}
{'loss': 4.9271, 'grad_norm': 38.681095123291016, 'learning_rate': 2.743453355155483e-05, 'epoch': 0.49}
{'loss': 5.0746, 'grad_norm': 46.22377014160156, 'learning_rate': 2.7025368248772502e-05, 'epoch': 0.49}
{'loss': 4.8514, 'grad_norm': 42.68436813354492, 'learning_rate': 2.6616202945990183e-05, 'epoch': 0.5}
{'loss': 5.3395, 'grad_norm': 16.469024658203125, 'learning_rate': 2.6207037643207855e-05, 'epoch': 0.51}
{'loss': 5.1646, 'grad_norm': 43.77429962158203, 'learning_rate': 2.5797872340425532e-05, 'epoch': 0.52}
{'loss': 4.8134, 'grad_norm': 36.6274299621582, 'learning_rate': 2.538870703764321e-05, 'epoch': 0.53}
{'loss': 5.0989, 'grad_norm': 29.00006675720215, 'learning_rate': 2.4979541734860885e-05, 'epoch': 0.53}
{'loss': 4.6659, 'grad_norm': 37.08715057373047, 'learning_rate': 2.457037643207856e-05, 'epoch': 0.54}
{'loss': 5.2947, 'grad_norm': 28.086341857910156, 'learning_rate': 2.4161211129296237e-05, 'epoch': 0.55}
{'loss': 5.078, 'grad_norm': 40.53711700439453, 'learning_rate': 2.3752045826513915e-05, 'epoch': 0.56}
{'loss': 4.92, 'grad_norm': 51.302207946777344, 'learning_rate': 2.334288052373159e-05, 'epoch': 0.56}
{'loss': 5.1485, 'grad_norm': 27.343677520751953, 'learning_rate': 2.2933715220949264e-05, 'epoch': 0.57}
