[Step5] Distilling fold 2 using LLaMA-only OOF probs
{'loss': 4.6455, 'grad_norm': 66.91410827636719, 'learning_rate': 1.4499266324284665e-05, 'epoch': 1.63}
{'loss': 3.6976, 'grad_norm': 48.288753509521484, 'learning_rate': 1.4315847395451212e-05, 'epoch': 1.64}
{'loss': 4.8786, 'grad_norm': 32.2287712097168, 'learning_rate': 1.4132428466617756e-05, 'epoch': 1.65}
{'loss': 4.2959, 'grad_norm': 62.33889389038086, 'learning_rate': 1.3949009537784299e-05, 'epoch': 1.65}
{'loss': 4.0604, 'grad_norm': 47.2105827331543, 'learning_rate': 1.3765590608950846e-05, 'epoch': 1.66}
{'loss': 4.4826, 'grad_norm': 36.13532638549805, 'learning_rate': 1.358217168011739e-05, 'epoch': 1.67}
{'loss': 3.7619, 'grad_norm': 35.6705436706543, 'learning_rate': 1.3398752751283933e-05, 'epoch': 1.68}
{'loss': 4.3069, 'grad_norm': 37.104976654052734, 'learning_rate': 1.3215333822450476e-05, 'epoch': 1.69}
{'loss': 4.0719, 'grad_norm': 61.07640838623047, 'learning_rate': 1.3031914893617023e-05, 'epoch': 1.69}
{'loss': 4.1428, 'grad_norm': 44.12091827392578, 'learning_rate': 1.2848495964783567e-05, 'epoch': 1.7}
{'loss': 4.8689, 'grad_norm': 37.756744384765625, 'learning_rate': 1.266507703595011e-05, 'epoch': 1.71}
{'loss': 3.6693, 'grad_norm': 30.0579833984375, 'learning_rate': 1.2481658107116655e-05, 'epoch': 1.72}
{'loss': 4.3828, 'grad_norm': 52.386138916015625, 'learning_rate': 1.22982391782832e-05, 'epoch': 1.72}
{'loss': 4.5269, 'grad_norm': 72.48007202148438, 'learning_rate': 1.2114820249449744e-05, 'epoch': 1.73}
{'loss': 4.3489, 'grad_norm': 26.359067916870117, 'learning_rate': 1.1931401320616289e-05, 'epoch': 1.74}
{'loss': 4.5766, 'grad_norm': 43.01655197143555, 'learning_rate': 1.1747982391782832e-05, 'epoch': 1.75}
{'loss': 3.7649, 'grad_norm': 40.27719497680664, 'learning_rate': 1.1564563462949376e-05, 'epoch': 1.76}
{'loss': 4.7052, 'grad_norm': 35.197818756103516, 'learning_rate': 1.1381144534115921e-05, 'epoch': 1.76}
{'loss': 4.4727, 'grad_norm': 47.65662384033203, 'learning_rate': 1.1197725605282464e-05, 'epoch': 1.77}
