[Step5] Distilling fold 4 using LLaMA-only OOF probs
{'loss': 17.9878, 'grad_norm': 109.45025634765625, 'learning_rate': 1.5833333333333333e-05, 'epoch': 0.01}
{'loss': 16.0184, 'grad_norm': 273.57861328125, 'learning_rate': 3.2500000000000004e-05, 'epoch': 0.02}
{'loss': 14.4493, 'grad_norm': 102.8779067993164, 'learning_rate': 4.9166666666666665e-05, 'epoch': 0.02}
{'loss': 21.0373, 'grad_norm': 179.53846740722656, 'learning_rate': 4.898936170212766e-05, 'epoch': 0.03}
{'loss': 14.7686, 'grad_norm': 177.9767303466797, 'learning_rate': 4.792553191489362e-05, 'epoch': 0.04}
{'loss': 17.3073, 'grad_norm': 371.44830322265625, 'learning_rate': 4.686170212765958e-05, 'epoch': 0.05}
{'loss': 12.5779, 'grad_norm': 120.15235137939453, 'learning_rate': 4.579787234042554e-05, 'epoch': 0.05}
{'loss': 14.5145, 'grad_norm': 185.55809020996094, 'learning_rate': 4.473404255319149e-05, 'epoch': 0.06}
{'loss': 17.3564, 'grad_norm': 181.4838104248047, 'learning_rate': 4.367021276595745e-05, 'epoch': 0.07}
{'loss': 14.9616, 'grad_norm': 90.76773071289062, 'learning_rate': 4.2606382978723406e-05, 'epoch': 0.08}
{'loss': 12.2092, 'grad_norm': 148.28933715820312, 'learning_rate': 4.1542553191489364e-05, 'epoch': 0.09}
{'loss': 13.6905, 'grad_norm': 65.885009765625, 'learning_rate': 4.047872340425532e-05, 'epoch': 0.09}
{'loss': 15.7632, 'grad_norm': 145.04127502441406, 'learning_rate': 3.941489361702128e-05, 'epoch': 0.1}
{'loss': 14.5741, 'grad_norm': 111.99650573730469, 'learning_rate': 3.835106382978724e-05, 'epoch': 0.11}
{'loss': 12.9618, 'grad_norm': 81.95108795166016, 'learning_rate': 3.728723404255319e-05, 'epoch': 0.12}
{'loss': 15.6899, 'grad_norm': 82.78279113769531, 'learning_rate': 3.622340425531915e-05, 'epoch': 0.12}
{'loss': 13.5185, 'grad_norm': 156.1639862060547, 'learning_rate': 3.515957446808511e-05, 'epoch': 0.13}
{'loss': 14.8961, 'grad_norm': 71.5279541015625, 'learning_rate': 3.4095744680851066e-05, 'epoch': 0.14}
{'loss': 12.7119, 'grad_norm': 81.0345687866211, 'learning_rate': 3.3031914893617025e-05, 'epoch': 0.15}
{'loss': 11.8763, 'grad_norm': 228.41769409179688, 'learning_rate': 3.1968085106382976e-05, 'epoch': 0.15}
{'loss': 12.6778, 'grad_norm': 35.934810638427734, 'learning_rate': 3.090425531914894e-05, 'epoch': 0.16}
{'loss': 11.7105, 'grad_norm': 91.17263793945312, 'learning_rate': 2.9840425531914897e-05, 'epoch': 0.17}
{'loss': 15.8234, 'grad_norm': 61.70143127441406, 'learning_rate': 2.877659574468085e-05, 'epoch': 0.18}
{'loss': 13.6401, 'grad_norm': 85.955078125, 'learning_rate': 2.7712765957446813e-05, 'epoch': 0.19}
{'loss': 11.6597, 'grad_norm': 85.21460723876953, 'learning_rate': 2.664893617021277e-05, 'epoch': 0.19}
