[Step5] Distilling fold 1 using LLaMA-only OOF probs
{'loss': 4.9725, 'grad_norm': 57.17635726928711, 'learning_rate': 1.1747982391782832e-05, 'epoch': 1.75}
{'loss': 3.9667, 'grad_norm': 70.81012725830078, 'learning_rate': 1.1564563462949376e-05, 'epoch': 1.76}
{'loss': 4.8664, 'grad_norm': 29.13591957092285, 'learning_rate': 1.1381144534115921e-05, 'epoch': 1.76}
{'loss': 4.1806, 'grad_norm': 52.4118537902832, 'learning_rate': 1.1197725605282464e-05, 'epoch': 1.77}
{'loss': 4.3954, 'grad_norm': 27.395938873291016, 'learning_rate': 1.101430667644901e-05, 'epoch': 1.78}
{'loss': 4.6688, 'grad_norm': 53.936744689941406, 'learning_rate': 1.0830887747615555e-05, 'epoch': 1.79}
{'loss': 3.6555, 'grad_norm': 34.679927825927734, 'learning_rate': 1.0647468818782098e-05, 'epoch': 1.79}
{'loss': 4.6269, 'grad_norm': 30.441551208496094, 'learning_rate': 1.0464049889948643e-05, 'epoch': 1.8}
{'loss': 4.3203, 'grad_norm': 70.69091033935547, 'learning_rate': 1.0280630961115188e-05, 'epoch': 1.81}
{'loss': 4.4388, 'grad_norm': 39.880130767822266, 'learning_rate': 1.0097212032281732e-05, 'epoch': 1.82}
{'loss': 4.782, 'grad_norm': 32.2986946105957, 'learning_rate': 9.913793103448277e-06, 'epoch': 1.82}
{'loss': 3.805, 'grad_norm': 43.52150344848633, 'learning_rate': 9.73037417461482e-06, 'epoch': 1.83}
{'loss': 4.6512, 'grad_norm': 56.1656608581543, 'learning_rate': 9.546955245781365e-06, 'epoch': 1.84}
{'loss': 4.5125, 'grad_norm': 59.83784484863281, 'learning_rate': 9.36353631694791e-06, 'epoch': 1.85}
{'loss': 4.1783, 'grad_norm': 34.954227447509766, 'learning_rate': 9.180117388114454e-06, 'epoch': 1.86}
{'loss': 4.9343, 'grad_norm': 41.303260803222656, 'learning_rate': 8.996698459281e-06, 'epoch': 1.86}
{'loss': 4.0723, 'grad_norm': 37.58126449584961, 'learning_rate': 8.813279530447543e-06, 'epoch': 1.87}
{'loss': 4.8733, 'grad_norm': 47.14975357055664, 'learning_rate': 8.629860601614088e-06, 'epoch': 1.88}
