[Step5] Distilling fold 0 using LLaMA-only OOF probs
{'loss': 5.2336, 'grad_norm': 58.783119201660156, 'learning_rate': 3.234451718494272e-05, 'epoch': 0.39}
{'loss': 5.0846, 'grad_norm': 78.31986236572266, 'learning_rate': 3.19353518821604e-05, 'epoch': 0.4}
{'loss': 5.1101, 'grad_norm': 85.34447479248047, 'learning_rate': 3.152618657937807e-05, 'epoch': 0.41}
{'loss': 5.2549, 'grad_norm': 23.401775360107422, 'learning_rate': 3.111702127659575e-05, 'epoch': 0.42}
{'loss': 4.7207, 'grad_norm': 24.190181732177734, 'learning_rate': 3.070785597381342e-05, 'epoch': 0.43}
{'loss': 5.3221, 'grad_norm': 21.328943252563477, 'learning_rate': 3.02986906710311e-05, 'epoch': 0.43}
{'loss': 5.1907, 'grad_norm': 75.4703369140625, 'learning_rate': 2.988952536824877e-05, 'epoch': 0.44}
{'loss': 4.9133, 'grad_norm': 82.50859069824219, 'learning_rate': 2.9480360065466452e-05, 'epoch': 0.45}
{'loss': 5.3695, 'grad_norm': 48.030067443847656, 'learning_rate': 2.9071194762684123e-05, 'epoch': 0.46}
{'loss': 4.7556, 'grad_norm': 16.975921630859375, 'learning_rate': 2.86620294599018e-05, 'epoch': 0.46}
{'loss': 5.3152, 'grad_norm': 16.71502685546875, 'learning_rate': 2.825286415711948e-05, 'epoch': 0.47}
{'loss': 5.114, 'grad_norm': 27.05744743347168, 'learning_rate': 2.7843698854337153e-05, 'epoch': 0.48}
{'loss': 4.8733, 'grad_norm': 26.74808120727539, 'learning_rate': 2.743453355155483e-05, 'epoch': 0.49}
{'loss': 5.2392, 'grad_norm': 40.54545211791992, 'learning_rate': 2.7025368248772502e-05, 'epoch': 0.49}
{'loss': 4.951, 'grad_norm': 48.71947479248047, 'learning_rate': 2.6616202945990183e-05, 'epoch': 0.5}
{'loss': 5.2511, 'grad_norm': 42.575382232666016, 'learning_rate': 2.6207037643207855e-05, 'epoch': 0.51}
{'loss': 4.9509, 'grad_norm': 25.275705337524414, 'learning_rate': 2.5797872340425532e-05, 'epoch': 0.52}
{'loss': 4.8575, 'grad_norm': 24.655420303344727, 'learning_rate': 2.538870703764321e-05, 'epoch': 0.53}
{'loss': 5.2176, 'grad_norm': 34.892066955566406, 'learning_rate': 2.4979541734860885e-05, 'epoch': 0.53}
{'loss': 4.5736, 'grad_norm': 34.923309326171875, 'learning_rate': 2.457037643207856e-05, 'epoch': 0.54}
{'loss': 5.4265, 'grad_norm': 36.62015151977539, 'learning_rate': 2.4161211129296237e-05, 'epoch': 0.55}
{'loss': 5.095, 'grad_norm': 30.124534606933594, 'learning_rate': 2.3752045826513915e-05, 'epoch': 0.56}
{'loss': 5.0892, 'grad_norm': 22.579570770263672, 'learning_rate': 2.334288052373159e-05, 'epoch': 0.56}
{'loss': 5.1202, 'grad_norm': 26.145822525024414, 'learning_rate': 2.2933715220949264e-05, 'epoch': 0.57}
{'loss': 4.6016, 'grad_norm': 28.762510299682617, 'learning_rate': 2.252454991816694e-05, 'epoch': 0.58}
{'loss': 5.1617, 'grad_norm': 74.08041381835938, 'learning_rate': 2.2115384615384616e-05, 'epoch': 0.59}
