[Step5] Distilling fold 0 using LLaMA-only OOF probs
{'loss': 5.1928, 'grad_norm': 64.43439483642578, 'learning_rate': 2.0022796352583586e-05, 'epoch': 1.01}
{'loss': 4.647, 'grad_norm': 27.45728302001953, 'learning_rate': 1.976950354609929e-05, 'epoch': 1.02}
{'loss': 4.9794, 'grad_norm': 38.11205291748047, 'learning_rate': 1.9516210739614996e-05, 'epoch': 1.03}
{'loss': 5.0083, 'grad_norm': 36.975921630859375, 'learning_rate': 1.92629179331307e-05, 'epoch': 1.04}
{'loss': 4.8902, 'grad_norm': 41.689735412597656, 'learning_rate': 1.9009625126646405e-05, 'epoch': 1.04}
{'loss': 4.9774, 'grad_norm': 39.82377243041992, 'learning_rate': 1.875633232016211e-05, 'epoch': 1.05}
{'loss': 4.6148, 'grad_norm': 27.674840927124023, 'learning_rate': 1.850303951367781e-05, 'epoch': 1.06}
{'loss': 4.9039, 'grad_norm': 28.023717880249023, 'learning_rate': 1.8249746707193515e-05, 'epoch': 1.07}
{'loss': 4.7913, 'grad_norm': 30.953840255737305, 'learning_rate': 1.799645390070922e-05, 'epoch': 1.07}
{'loss': 4.759, 'grad_norm': 48.610130310058594, 'learning_rate': 1.7743161094224924e-05, 'epoch': 1.08}
{'loss': 4.8097, 'grad_norm': 21.278671264648438, 'learning_rate': 1.748986828774063e-05, 'epoch': 1.09}
{'loss': 4.4513, 'grad_norm': 29.15226936340332, 'learning_rate': 1.7236575481256333e-05, 'epoch': 1.1}
{'loss': 4.9413, 'grad_norm': 27.26885223388672, 'learning_rate': 1.6983282674772038e-05, 'epoch': 1.11}
{'loss': 4.6987, 'grad_norm': 45.70131301879883, 'learning_rate': 1.672998986828774e-05, 'epoch': 1.11}
{'loss': 4.5545, 'grad_norm': 62.771202087402344, 'learning_rate': 1.6476697061803443e-05, 'epoch': 1.12}
{'loss': 4.8209, 'grad_norm': 39.4020881652832, 'learning_rate': 1.6223404255319148e-05, 'epoch': 1.13}
{'loss': 4.3113, 'grad_norm': 51.95104217529297, 'learning_rate': 1.5970111448834852e-05, 'epoch': 1.14}
{'loss': 4.6733, 'grad_norm': 39.22212219238281, 'learning_rate': 1.571681864235056e-05, 'epoch': 1.14}
{'loss': 4.508, 'grad_norm': 33.58982849121094, 'learning_rate': 1.5463525835866265e-05, 'epoch': 1.15}
{'loss': 4.8838, 'grad_norm': 31.39784812927246, 'learning_rate': 1.5210233029381964e-05, 'epoch': 1.16}
{'loss': 4.7733, 'grad_norm': 32.65618896484375, 'learning_rate': 1.4956940222897669e-05, 'epoch': 1.17}
{'loss': 4.4569, 'grad_norm': 75.89849090576172, 'learning_rate': 1.4703647416413373e-05, 'epoch': 1.18}
{'loss': 4.8647, 'grad_norm': 20.349864959716797, 'learning_rate': 1.4450354609929078e-05, 'epoch': 1.18}
{'loss': 4.5161, 'grad_norm': 40.27280044555664, 'learning_rate': 1.4197061803444783e-05, 'epoch': 1.19}
{'loss': 4.6465, 'grad_norm': 39.357093811035156, 'learning_rate': 1.3943768996960487e-05, 'epoch': 1.2}
{'loss': 4.8582, 'grad_norm': 36.62760543823242, 'learning_rate': 1.3690476190476192e-05, 'epoch': 1.21}
{'loss': 4.0075, 'grad_norm': 52.451904296875, 'learning_rate': 1.3437183383991894e-05, 'epoch': 1.21}
{'loss': 4.9073, 'grad_norm': 28.517568588256836, 'learning_rate': 1.3183890577507599e-05, 'epoch': 1.22}
{'loss': 4.0835, 'grad_norm': 35.771575927734375, 'learning_rate': 1.2930597771023304e-05, 'epoch': 1.23}
{'loss': 4.221, 'grad_norm': 49.475425720214844, 'learning_rate': 1.2677304964539008e-05, 'epoch': 1.24}
{'loss': 4.7737, 'grad_norm': 63.95473861694336, 'learning_rate': 1.2424012158054713e-05, 'epoch': 1.24}
{'loss': 4.126, 'grad_norm': 30.483783721923828, 'learning_rate': 1.2170719351570415e-05, 'epoch': 1.25}
{'loss': 5.119, 'grad_norm': 19.641870498657227, 'learning_rate': 1.191742654508612e-05, 'epoch': 1.26}
{'loss': 4.5054, 'grad_norm': 46.49995803833008, 'learning_rate': 1.1664133738601825e-05, 'epoch': 1.27}
{'loss': 4.9196, 'grad_norm': 28.746267318725586, 'learning_rate': 1.1410840932117527e-05, 'epoch': 1.28}
{'loss': 4.7843, 'grad_norm': 28.90353775024414, 'learning_rate': 1.1157548125633232e-05, 'epoch': 1.28}
{'loss': 4.2014, 'grad_norm': 18.49409294128418, 'learning_rate': 1.0904255319148937e-05, 'epoch': 1.29}
{'loss': 4.7796, 'grad_norm': 21.454998016357422, 'learning_rate': 1.0650962512664641e-05, 'epoch': 1.3}
{'loss': 4.7446, 'grad_norm': 32.224998474121094, 'learning_rate': 1.0397669706180346e-05, 'epoch': 1.31}
{'loss': 4.7153, 'grad_norm': 45.12941360473633, 'learning_rate': 1.014437689969605e-05, 'epoch': 1.31}
{'loss': 4.8642, 'grad_norm': 28.392576217651367, 'learning_rate': 9.891084093211753e-06, 'epoch': 1.32}
{'loss': 4.0468, 'grad_norm': 44.39493179321289, 'learning_rate': 9.637791286727458e-06, 'epoch': 1.33}
{'loss': 5.0518, 'grad_norm': 28.21890640258789, 'learning_rate': 9.384498480243162e-06, 'epoch': 1.34}
{'loss': 4.5808, 'grad_norm': 23.750808715820312, 'learning_rate': 9.131205673758867e-06, 'epoch': 1.35}
{'loss': 4.6727, 'grad_norm': 42.353328704833984, 'learning_rate': 8.87791286727457e-06, 'epoch': 1.35}
{'loss': 5.0503, 'grad_norm': 23.360429763793945, 'learning_rate': 8.624620060790274e-06, 'epoch': 1.36}
{'loss': 4.5085, 'grad_norm': 24.317115783691406, 'learning_rate': 8.371327254305979e-06, 'epoch': 1.37}
