[Step5] Distilling fold 4 using LLaMA-only OOF probs
{'loss': 10.3554, 'grad_norm': 44.377925872802734, 'learning_rate': 1.4499266324284665e-05, 'epoch': 1.63}
{'loss': 9.136, 'grad_norm': 93.43913269042969, 'learning_rate': 1.4315847395451212e-05, 'epoch': 1.64}
{'loss': 11.1927, 'grad_norm': 33.53208541870117, 'learning_rate': 1.4132428466617756e-05, 'epoch': 1.65}
{'loss': 11.8518, 'grad_norm': 90.80332946777344, 'learning_rate': 1.3949009537784299e-05, 'epoch': 1.65}
{'loss': 11.405, 'grad_norm': 127.38025665283203, 'learning_rate': 1.3765590608950846e-05, 'epoch': 1.66}
{'loss': 13.3504, 'grad_norm': 221.35260009765625, 'learning_rate': 1.358217168011739e-05, 'epoch': 1.67}
{'loss': 13.1568, 'grad_norm': 120.46098327636719, 'learning_rate': 1.3398752751283933e-05, 'epoch': 1.68}
{'loss': 11.8822, 'grad_norm': 108.19056701660156, 'learning_rate': 1.3215333822450476e-05, 'epoch': 1.69}
{'loss': 9.4402, 'grad_norm': 84.09439849853516, 'learning_rate': 1.3031914893617023e-05, 'epoch': 1.69}
{'loss': 11.6183, 'grad_norm': 86.27477264404297, 'learning_rate': 1.2848495964783567e-05, 'epoch': 1.7}
{'loss': 10.9773, 'grad_norm': 58.58156204223633, 'learning_rate': 1.266507703595011e-05, 'epoch': 1.71}
{'loss': 9.6859, 'grad_norm': 99.12262725830078, 'learning_rate': 1.2481658107116655e-05, 'epoch': 1.72}
{'loss': 10.1161, 'grad_norm': 98.12301635742188, 'learning_rate': 1.22982391782832e-05, 'epoch': 1.72}
{'loss': 13.3772, 'grad_norm': 100.98189544677734, 'learning_rate': 1.2114820249449744e-05, 'epoch': 1.73}
{'loss': 11.4525, 'grad_norm': 153.5950469970703, 'learning_rate': 1.1931401320616289e-05, 'epoch': 1.74}
{'loss': 12.2442, 'grad_norm': 32.813865661621094, 'learning_rate': 1.1747982391782832e-05, 'epoch': 1.75}
{'loss': 12.813, 'grad_norm': 64.96710968017578, 'learning_rate': 1.1564563462949376e-05, 'epoch': 1.76}
{'loss': 12.8448, 'grad_norm': 50.26438903808594, 'learning_rate': 1.1381144534115921e-05, 'epoch': 1.76}
{'loss': 8.3722, 'grad_norm': 38.8944091796875, 'learning_rate': 1.1197725605282464e-05, 'epoch': 1.77}
{'loss': 12.1181, 'grad_norm': 57.031490325927734, 'learning_rate': 1.101430667644901e-05, 'epoch': 1.78}
{'loss': 12.5562, 'grad_norm': 146.46031188964844, 'learning_rate': 1.0830887747615555e-05, 'epoch': 1.79}
{'loss': 12.071, 'grad_norm': 61.0889892578125, 'learning_rate': 1.0647468818782098e-05, 'epoch': 1.79}
{'loss': 13.1037, 'grad_norm': 79.71593475341797, 'learning_rate': 1.0464049889948643e-05, 'epoch': 1.8}
{'loss': 10.3666, 'grad_norm': 100.03710174560547, 'learning_rate': 1.0280630961115188e-05, 'epoch': 1.81}
{'loss': 12.5197, 'grad_norm': 131.29296875, 'learning_rate': 1.0097212032281732e-05, 'epoch': 1.82}
{'loss': 16.1355, 'grad_norm': 80.00543212890625, 'learning_rate': 9.913793103448277e-06, 'epoch': 1.82}
{'loss': 8.707, 'grad_norm': 25.82263946533203, 'learning_rate': 9.73037417461482e-06, 'epoch': 1.83}
{'loss': 11.4686, 'grad_norm': 66.50028991699219, 'learning_rate': 9.546955245781365e-06, 'epoch': 1.84}
{'loss': 13.2594, 'grad_norm': 96.29694366455078, 'learning_rate': 9.36353631694791e-06, 'epoch': 1.85}
{'loss': 13.1901, 'grad_norm': 79.59513854980469, 'learning_rate': 9.180117388114454e-06, 'epoch': 1.86}
