[Step5] Distilling fold 3 using LLaMA-only OOF probs
{'loss': 4.5954, 'grad_norm': 50.93381118774414, 'learning_rate': 1.4499266324284665e-05, 'epoch': 1.63}
{'loss': 3.6793, 'grad_norm': 67.09095001220703, 'learning_rate': 1.4315847395451212e-05, 'epoch': 1.64}
{'loss': 4.9553, 'grad_norm': 63.69533157348633, 'learning_rate': 1.4132428466617756e-05, 'epoch': 1.65}
{'loss': 4.6229, 'grad_norm': 64.46732330322266, 'learning_rate': 1.3949009537784299e-05, 'epoch': 1.65}
{'loss': 4.543, 'grad_norm': 60.347965240478516, 'learning_rate': 1.3765590608950846e-05, 'epoch': 1.66}
{'loss': 4.7976, 'grad_norm': 33.87582778930664, 'learning_rate': 1.358217168011739e-05, 'epoch': 1.67}
{'loss': 3.7795, 'grad_norm': 50.06361770629883, 'learning_rate': 1.3398752751283933e-05, 'epoch': 1.68}
{'loss': 4.9247, 'grad_norm': 46.91020202636719, 'learning_rate': 1.3215333822450476e-05, 'epoch': 1.69}
{'loss': 4.3061, 'grad_norm': 51.247798919677734, 'learning_rate': 1.3031914893617023e-05, 'epoch': 1.69}
{'loss': 4.7184, 'grad_norm': 24.0113468170166, 'learning_rate': 1.2848495964783567e-05, 'epoch': 1.7}
{'loss': 4.8161, 'grad_norm': 37.080780029296875, 'learning_rate': 1.266507703595011e-05, 'epoch': 1.71}
{'loss': 4.1198, 'grad_norm': 24.220075607299805, 'learning_rate': 1.2481658107116655e-05, 'epoch': 1.72}
{'loss': 4.8032, 'grad_norm': 41.57477569580078, 'learning_rate': 1.22982391782832e-05, 'epoch': 1.72}
{'loss': 4.2656, 'grad_norm': 42.52839279174805, 'learning_rate': 1.2114820249449744e-05, 'epoch': 1.73}
{'loss': 4.0971, 'grad_norm': 40.76893615722656, 'learning_rate': 1.1931401320616289e-05, 'epoch': 1.74}
{'loss': 4.7664, 'grad_norm': 28.86395263671875, 'learning_rate': 1.1747982391782832e-05, 'epoch': 1.75}
