[Step5] Distilling fold 1 using LLaMA-only OOF probs
{'loss': 5.3779, 'grad_norm': 40.017391204833984, 'learning_rate': 3.234451718494272e-05, 'epoch': 0.39}
{'loss': 5.2628, 'grad_norm': 52.62248992919922, 'learning_rate': 3.19353518821604e-05, 'epoch': 0.4}
{'loss': 5.1485, 'grad_norm': 57.54389190673828, 'learning_rate': 3.152618657937807e-05, 'epoch': 0.41}
{'loss': 5.2108, 'grad_norm': 15.939162254333496, 'learning_rate': 3.111702127659575e-05, 'epoch': 0.42}
{'loss': 4.7747, 'grad_norm': 41.23941421508789, 'learning_rate': 3.070785597381342e-05, 'epoch': 0.43}
{'loss': 5.243, 'grad_norm': 18.03719139099121, 'learning_rate': 3.02986906710311e-05, 'epoch': 0.43}
{'loss': 5.2017, 'grad_norm': 15.661787033081055, 'learning_rate': 2.988952536824877e-05, 'epoch': 0.44}
{'loss': 4.9829, 'grad_norm': 44.04790496826172, 'learning_rate': 2.9480360065466452e-05, 'epoch': 0.45}
{'loss': 5.1527, 'grad_norm': 65.13850402832031, 'learning_rate': 2.9071194762684123e-05, 'epoch': 0.46}
{'loss': 4.758, 'grad_norm': 43.6126708984375, 'learning_rate': 2.86620294599018e-05, 'epoch': 0.46}
{'loss': 5.2972, 'grad_norm': 52.38603591918945, 'learning_rate': 2.825286415711948e-05, 'epoch': 0.47}
{'loss': 5.1554, 'grad_norm': 95.66307830810547, 'learning_rate': 2.7843698854337153e-05, 'epoch': 0.48}
{'loss': 4.8524, 'grad_norm': 41.39654541015625, 'learning_rate': 2.743453355155483e-05, 'epoch': 0.49}
{'loss': 5.1944, 'grad_norm': 29.932945251464844, 'learning_rate': 2.7025368248772502e-05, 'epoch': 0.49}
{'loss': 4.7353, 'grad_norm': 83.80484008789062, 'learning_rate': 2.6616202945990183e-05, 'epoch': 0.5}
{'loss': 5.1188, 'grad_norm': 52.33511734008789, 'learning_rate': 2.6207037643207855e-05, 'epoch': 0.51}
{'loss': 4.954, 'grad_norm': 36.042484283447266, 'learning_rate': 2.5797872340425532e-05, 'epoch': 0.52}
{'loss': 5.1374, 'grad_norm': 48.45473098754883, 'learning_rate': 2.538870703764321e-05, 'epoch': 0.53}
{'loss': 5.2795, 'grad_norm': 28.6295223236084, 'learning_rate': 2.4979541734860885e-05, 'epoch': 0.53}
{'loss': 4.9023, 'grad_norm': 35.87084197998047, 'learning_rate': 2.457037643207856e-05, 'epoch': 0.54}
{'loss': 5.0697, 'grad_norm': 36.21085739135742, 'learning_rate': 2.4161211129296237e-05, 'epoch': 0.55}
{'loss': 5.0006, 'grad_norm': 61.359413146972656, 'learning_rate': 2.3752045826513915e-05, 'epoch': 0.56}
